num_distr,mouse.time,mouse.clicked_name,,,,,
10,1.40953852,['target',,,,,
10,1.510852429,['target',,,,,
10,2.000593518,['target',,,,,
10,1.813931978,['target',,,,,
10,1.411795971,['target',,,,,
10,1.36098806,['target',,,,,
10,1.270047846,['target',,,,,
10,0.854800826,['target',,,,,
10,1.136681946,['target',,,,,
10,1.089041869,['target',,,,,
10,1.469463019,['target',,,,,
10,1.428109972,['target',,,,,
10,1.343365128,['target',,,,,
10,1.079482744,['target',,,,,
10,1.857265915,['target',,,,,
10,1.184203177,['target',,,,,
10,1.437978409,['target',,,,,
10,2.414410236,['target',,,,,
10,0.979323156,['target',,,,,
10,3.294159145,['target',,,,,
10,1.475916715,['target',,,,,
10,1.655346066,['target',,,,,
10,1.310907541,['target',,,,,
10,0.764027239,['target',,,,,
10,1.35599062,['target',,,,,
10,1.026359909,['target',,,,,
10,1.478113937,['target',,,,,
10,1.193896031,['target',,,,,
10,1.106822781,['target',,,,,
10,1.869512894,['target',,,,,
10,1.581593851,['target',,,,,
10,2.940844923,['target',,,,,
10,1.3689065,['target',,,,,
10,4.178164,['target',,,,,
10,1.8581258,['target',,,,,
10,1.5746961,['target',,,,,
10,1.1586287,['target',,,,,
10,1.9139263,['target',,,,,
10,1.659357,['target',,,,,
10,1.5470649,['target',,,,,
10,4.1248609,['target',,,,,
10,1.4548516,['target',,,,,
10,1.577658,['target',,,,,
10,2.4002967,['target',,,,,
10,1.5261322,['target',,,,,
10,1.7491155,['target',,,,,
10,1.5646156,['target',,,,,
10,1.6324423,['target',,,,,
10,1.5921829,['target',,,,,
10,2.2422584,['target',,,,,
10,2.1713077,['target',,,,,
10,1.6094183,['target',,,,,
10,1.9311241,['target',,,,,
10,1.5768262,['target',,,,,
10,2.3969355,['target',,,,,
10,1.1999163,['target',,,,,
10,1.4257243,['target',,,,,
10,1.7475984,['target',,,,,
10,1.898407,['target',,,,,
10,1.9481153,['target',,,,,
10,1.6315452,['target',,,,,
10,1.4297883,['target',,,,,
10,1.6819181,['target',,,,,
10,2.6596479,['target',,,,,
10,2.2835626,['target',,,,,
10,2.2490558,['target',,,,,
10,2.514468,['target',,,,,
10,1.679108,['target',,,,,
10,1.8266561,['target',,,,,
10,2.3307897,['target',,,,,
10,1.9140844,['target',,,,,
10,1.481727,['target',,,,,
10,2.2617366,['target',,,,,
10,2.3950181,['target',,,,,
10,1.5972651,['target',,,,,
10,1.5952981,['target',,,,,
10,2.1293788,['target',,,,,
10,2.0053379,['target',,,,,
10,1.371291,['target',,,,,
10,1.9814016,['target',,,,,
10,1.7346876,['target',,,,,
10,1.7886209,['target',,,,,
10,1.8487387,['target',,,,,
10,1.4291444,['target',,,,,
10,1.1831536,['target',,,,,
10,1.7131317,['target',,,,,
10,1.2833273,['target',,,,,
10,1.1157811,['target',,,,,
10,2.1987837,['target',,,,,
10,1.5829029,['target',,,,,
10,2.2782605,['target',,,,,
10,1.8256752,['target',,,,,
10,2.5890784,['target',,,,,
10,1.7413039,['target',,,,,
10,2.1799368,['target',,,,,
10,1.8943517,['target',,,,,
10,2.5519129,['target',,,,,
